     ,ds         ,trend              ,yhat_lower         ,yhat_upper         ,trend_lower        ,trend_upper        ,additive_terms      ,additive_terms_lower ,additive_terms_upper ,weekly              ,weekly_lower        ,weekly_upper        ,yearly              ,yearly_lower        ,yearly_upper        ,multiplicative_terms ,multiplicative_terms_lower ,multiplicative_terms_upper ,yhat
0    ,2021-01-01 ,971.9954810858918  ,288.63093661601135 ,795.1202771044452  ,971.9954810858918  ,971.9954810858918  ,-430.96433363068525 ,-430.96433363068525  ,-430.96433363068525  ,28.762981629826307  ,28.762981629826307  ,28.762981629826307  ,-459.72731526051155 ,-459.72731526051155 ,-459.72731526051155 ,0.0                  ,0.0                        ,0.0                        ,541.0311474552066
1    ,2021-01-02 ,972.4983608211514  ,157.026746485141   ,658.9134722606265  ,972.4983608211514  ,972.4983608211514  ,-584.4925502800817  ,-584.4925502800817   ,-584.4925502800817   ,-127.08763367704599 ,-127.08763367704599 ,-127.08763367704599 ,-457.4049166030357  ,-457.4049166030357  ,-457.4049166030357  ,0.0                  ,0.0                        ,0.0                        ,388.00581054106976
2    ,2021-01-03 ,973.0012405564111  ,26.149906673349644 ,559.6130036946228  ,973.0012405564111  ,973.0012405564111  ,-694.9008799825982  ,-694.9008799825982   ,-694.9008799825982   ,-240.62670231803042 ,-240.62670231803042 ,-240.62670231803042 ,-454.27417766456773 ,-454.27417766456773 ,-454.27417766456773 ,0.0                  ,0.0                        ,0.0                        ,278.10036057381285
3    ,2021-01-04 ,973.5041202916708  ,349.0002495294987  ,857.8154627636718  ,973.5041202916708  ,973.5041202916708  ,-368.77699832834776 ,-368.77699832834776  ,-368.77699832834776  ,81.64484125573381   ,81.64484125573381   ,81.64484125573381   ,-450.42183958408157 ,-450.42183958408157 ,-450.42183958408157 ,0.0                  ,0.0                        ,0.0                        ,604.727121963323
4    ,2021-01-05 ,974.0070000269302  ,382.4247707847604  ,922.5274441988433  ,974.0070000269302  ,974.0070000269302  ,-335.09970047107265 ,-335.09970047107265  ,-335.09970047107265  ,110.84607901075411  ,110.84607901075411  ,110.84607901075411  ,-445.9457794818267  ,-445.9457794818267  ,-445.9457794818267  ,0.0                  ,0.0                        ,0.0                        ,638.9072995558575
5    ,2021-01-06 ,974.5098797621899  ,355.12052865951955 ,867.2017993731075  ,974.5098797621899  ,974.5098797621899  ,-382.3518101511446  ,-382.3518101511446   ,-382.3518101511446   ,58.60093015097074   ,58.60093015097074   ,58.60093015097074   ,-440.9527403021153  ,-440.9527403021153  ,-440.9527403021153  ,0.0                  ,0.0                        ,0.0                        ,592.1580696110453
6    ,2021-01-07 ,975.0127594974496  ,368.43478839233217 ,880.5314845774648  ,975.0127594974496  ,975.0127594974496  ,-347.6963669744696  ,-347.6963669744696   ,-347.6963669744696   ,87.85950394827246   ,87.85950394827246   ,87.85950394827246   ,-435.5558709227421  ,-435.5558709227421  ,-435.5558709227421  ,0.0                  ,0.0                        ,0.0                        ,627.31639252298
7    ,2021-01-08 ,975.5156392327093  ,315.1042489892415  ,830.2866182209341  ,975.5156392327093  ,975.5156392327093  ,-401.10915463786625 ,-401.10915463786625  ,-401.10915463786625  ,28.762981629662555  ,28.762981629662555  ,28.762981629662555  ,-429.87213626752884 ,-429.87213626752884 ,-429.87213626752884 ,0.0                  ,0.0                        ,0.0                        ,574.406484594843
8    ,2021-01-09 ,976.0185189679689  ,168.10909120730784 ,674.728903541412   ,976.0185189679689  ,976.0185189679689  ,-551.1072938926583  ,-551.1072938926583   ,-551.1072938926583   ,-127.08763367716722 ,-127.08763367716722 ,-127.08763367716722 ,-424.01966021549106 ,-424.01966021549106 ,-424.01966021549106 ,0.0                  ,0.0                        ,0.0                        ,424.91122507531065
9    ,2021-01-10 ,976.5213987032286  ,53.82706838110616  ,569.8456822538749  ,976.5213987032286  ,976.5213987032286  ,-658.7417679115551  ,-658.7417679115551   ,-658.7417679115551   ,-240.6267023185545  ,-240.6267023185545  ,-240.6267023185545  ,-418.1150655930007  ,-418.1150655930007  ,-418.1150655930007  ,0.0                  ,0.0                        ,0.0                        ,317.7796307916734
